1	40	0	90	0
2	40	96	90	0
3	35	0	90	0
4	35	96	90	0
5	30	0	90	0
6	30	96	90	0
7	25	0	90	0
8	25	96	90	0
9	20	0	90	0
10	20	96	90	0
11	15	0	90	0
12	15	96	90	0
13	10	0	90	0
14	10	96	90	0
15	5	0	90	0
16	5	96	90	0
17	0	0	90	0
18	0	96	90	0
19	40	0	0	0
20	40	96	0	0
21	35	0	0	0
22	35	96	0	0
23	30	0	0	0
24	30	96	0	0
25	25	0	0	0
26	25	96	0	0
27	20	0	0	0
28	20	96	0	0
29	15	0	0	0
30	15	96	0	0
31	10	0	0	0
32	10	96	0	0
33	5	0	0	0
34	5	96	0	0
35	0	0	0	0
36	0	96	0	0
37	40	0	130	0
38	40	96	130	0
39	35	0	130	0
40	35	96	130	0
41	30	0	130	0
42	30	96	130	0
43	25	0	130	0
44	25	96	130	0
45	20	0	130	0
46	20	96	130	0
47	15	0	130	0
48	15	96	130	0
49	10	0	130	0
50	10	96	130	0
51	5	0	130	0
52	5	96	130	0
53	0	0	130	0
54	0	96	130	0
55	40	0	128	0
56	40	96	128	0
57	35	0	128	0
58	35	96	128	0
59	30	0	128	0
60	30	96	128	0
61	25	0	128	0
62	25	96	128	0
63	20	0	128	0
64	20	96	128	0
65	15	0	128	0
66	15	96	128	0
67	10	0	128	0
68	10	96	128	0
69	5	0	128	0
70	5	96	128	0
71	0	0	128	0
72	0	96	128	0
73	40	0	126	0
74	40	96	126	0
75	35	0	126	0
76	35	96	126	0
77	30	0	126	0
78	30	96	126	0
79	25	0	126	0
80	25	96	126	0
81	20	0	126	0
82	20	96	126	0
83	15	0	126	0
84	15	96	126	0
85	10	0	126	0
86	10	96	126	0
87	5	0	126	0
88	5	96	126	0
89	0	0	126	0
90	0	96	126	0
91	40	0	124	0
92	40	96	124	0
93	35	0	124	0
94	35	96	124	0
95	30	0	124	0
96	30	96	124	0
97	25	0	124	0
98	25	96	124	0
99	20	0	124	0
100	20	96	124	0
101	15	0	124	0
102	15	96	124	0
103	10	0	124	0
104	10	96	124	0
105	5	0	124	0
106	5	96	124	0
107	0	0	124	0
108	0	96	124	0
109	40	0	122	0
110	40	96	122	0
111	35	0	122	0
112	35	96	122	0
113	30	0	122	0
114	30	96	122	0
115	25	0	122	0
116	25	96	122	0
117	20	0	122	0
118	20	96	122	0
119	15	0	122	0
120	15	96	122	0
121	10	0	122	0
122	10	96	122	0
123	5	0	122	0
124	5	96	122	0
125	0	0	122	0
126	0	96	122	0
127	40	0	120	0
128	40	96	120	0
129	35	0	120	0
130	35	96	120	0
131	30	0	120	0
132	30	96	120	0
133	25	0	120	0
134	25	96	120	0
135	20	0	120	0
136	20	96	120	0
137	15	0	120	0
138	15	96	120	0
139	10	0	120	0
140	10	96	120	0
141	5	0	120	0
142	5	96	120	0
143	0	0	120	0
144	0	96	120	0
